LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
,,,,,,,,,,,,,,,9,6.26E-06,4.080905605,0.438554914,,,,1,
,,,,,,,,,,,,,,,8,0.000160402,3.432353791,0.476494598,,,,1,
,,,,,,,,,,,,,,,4,0.001617793,2.972169646,0.382487345,,,,1,
,,,,,,,,,,,,,,,5,0.004579338,2.248858167,0.166393193,,,,1,
,,,,,,,,,,,,,,,3,0.012178809,1.985597696,0.207737111,,,,1,
,,,,,,,,,,,,,,,1,0.052263422,1.648596965,,,,,1,
Zabala (2015),Zabala,2015,Loading rate dependency on mode I interlaminar fracture toughness of unidirectional and woven carbon fibre epoxy composites,GIc,Hexcel 43199,SiComin SR 8100/SD 8822),0.48,CFRP,woven,"[0,90]16",m/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2014.11.001,,5,0.000083,0.4990654,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
,,,,,,,,,,,,,,,5,0.048,0.4841121,,,,,1,
,,,,,,,,,,,,,,,5,0.095,0.4485981,,,,,1,
,,,,,,,,,,,,,,,5,0.143,0.4448598,,,,,1,
,,,,,,,,,,,,,,,5,0.19,0.4056075,,,,,1,
Zhou (2010),Zhou,2010,Tensile behavior of carbon fiber bundles at different strain rates,E,T700,,,CF,,,1/s,GPa,https://doi.org/10.1016/j.matlet.2009.10.045,table,,0.001,228,9,glued lining block,MTS-810,,1,
,,,,,,,,,,,,,,,,100,231,5,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,300,229,4,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,1000,231,7,glued lining block,SHTB,,1,
Zhou (2001),Zhou,2001,Tensile mechanical behavior of T300 and M40J fiber bundles at different strain rate,E,M40J,,,CF,,,1/s,GPa,https://doi.org/10.1023/A:1004803202658,table,,0.001,357.9,8.2317,,,,1,
,,,,,,,,,,,,,,,,100,359.6,8.99,,,,1,
,,,,,,,,,,,,,,,,500,360.1,7.202,,,,1,
,,,,,,,,,,,,,,,,1300,359.1,16.1595,,,,1,
Zhou (2001),Zhou,2001,Tensile mechanical behavior of T300 and M40J fiber bundles at different strain rate,E,T300,,,CF,,,1/s,GPa,https://doi.org/10.1023/A:1004803202658,table,,0.001,223.2,10.044,,,,1,
,,,,,,,,,,,,,,,,100,227.4,8.4138,,,,1,
,,,,,,,,,,,,,,,,500,223.5,7.599,,,,1,
,,,,,,,,,,,,,,,,1300,225.6,9.2496,,,,1,
Naito (2014),Naito,2014,Effect of Strain Rate on Tensile Properties of Carbon Fiber Epoxy-Impregnated Bundle Composite,E,T1000GB,,,CF,,,1/s,GPa,https://doi.org/10.1007/s11665-013-0823-5,table,20,3.33E-05,293,15,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,3.33E-04,294,15,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,3.33E-03,295,16,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,3.33E-02,295,12,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,3.33E-01,295,16,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,3.33,296,12,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,33.3,296,15,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,333,296,17,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,600,297,15,glued lining block,Hydraulic,,1,
Younes (2012),Younes,2012,Stress-strain behavior of carbon filament yarns under high strain rates,E,CF tex800,,,CF,,,1/s,Gpa,https://doi.org/10.1177/0040517511433151,table,,9,220,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,17,220,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,30,224,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,38,231,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,47,242,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,52,256,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,61,270,,drop tower,,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
Wang (1995),Wang,1995,Experimental evaluation of the strength distribution of E-glass fibres at high strain rates,E_t,E-glass bundles,,,GF,,,1/s,GPa,https://doi.org/10.1007/BF00567196,table,,300,60.56,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,,800,62.56,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,,1100,62.89,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,,1300,65.48,,glued Endcaps,SHTB,,1,
Armenakas (1973),Armenakas,1973,Response of glass-fiber-reinforced epoxy specimens to high rates of tensile loading,E_t,S-glass,,,GF,,,1/s,GPa,https://doi.org/10.1007/BF02324887,plot,,0.001313527,75.86238663,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.003387929,78.63517063,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.013239239,84.9246563,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.034167102,85.12631332,,,impact loading machine,,1,
Armenakas (1973),Armenakas,1973,Response of glass-fiber-reinforced epoxy specimens to high rates of tensile loading,E_t,S-glass,,,GF,,,1/s,GPa,https://doi.org/10.1007/BF02324887,plot,,0.000422526,80.76366757,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.010246194,93.44101316,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.394492981,107.0737707,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,463.8746491,136.0041865,,,impact loading machine,,1,
Adams (1990),Adams,1990,Tensile Impact Tests of AS4/3501-6 and S2/3501-6 Unidirectional Composites and the 3501-6 Epoxy Matrix,E_t,,Hercules 3501-6 epoxy matrix,,M,,,1/s,GPa,https://doi.org/10.1177/002199839002400302,table,6,0.003,4.2,0.1,56 x 7.6 mm dogbone,Instron Model 1125,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,4,38,4.7,0.1,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,5,55.1,4.6,0.3,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,6,87.3,4.4,0.3,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
Rueda-Ruiz (2020),Rueda-Ruiz,2020,High strain rate compression of epoxy micropillars,E_c,,Hexcel 8552,,M,,,1/s,GPa,https://doi.org/10.1016/j.eml.2020.100905,plot,3,0.00057827,3.310834482,0.322472917,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,0.005717345,3.741374682,0.137222518,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,13.58926378,3.365086515,0.205833777,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,47.33566429,3.19949133,0.349917421,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,5,0.007,3.459941125,0.102916888,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,0.07,3.554249758,0.068629458,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,0.7,3.319260746,0.061750133,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,10,3.996528489,0.171528147,5x5x10mm,Hydraulic,,1,
,,,,,,,,,,,,,,,5,25,4.345790736,0.054907206,5x5x10mm,Hydraulic,,1,
,,,,,,,,,,,,,,,5,1400,4.404574387,0.260740983,5x5x10mm,Hopkinson bar,,1,
Gerlach (2008),Gerlach,2008,Experimental characterisation and constitutive modelling of RTM-6 resin under impact loading,E_t,,RTM6,,M,,,1/s,GPa,https://doi.org/10.1016/j.polymer.2008.04.018,plot,,0.006701183,2.352953461,,dogbone,screw-driven tensile machine,,1,
,,,,,,,,,,,,,,,,2.76350042,2.577895476,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,10.95913844,2.545326094,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,10.66011114,2.666583725,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,111.8317855,2.549080681,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,108.7403232,2.738520737,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,105.7429754,2.912809143,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,80.74034795,2.852646873,,dogbone,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,1019.921344,3.348474615,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,820.1752079,3.697318025,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,1263.754405,3.666303797,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,2403.99143,4.627367168,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,4589.707004,4.914182122,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,4466.484041,4.952105679,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,3794.679892,5.12661625,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,3402.728912,5.30861378,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,3222.47087,5.384460895,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,3686.912373,5.459996979,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,3996.301437,5.543197753,,dogbone,SHTB,,1,
,,,,,,,,,,,,,,,,5833.58986,5.519848217,,dogbone,SHTB,,1,
Gerlach (2008),Gerlach,2008,Experimental characterisation and constitutive modelling of RTM-6 resin under impact loading,E_c,,RTM6,,M,,,1/s,GPa,https://doi.org/10.1016/j.polymer.2008.04.018,plot,,0.013527284,2.321494904,,cylinder,screw-driven tensile machine,,1,
,,,,,,,,,,,,,,,,0.013519536,2.427556452,,cylinder,screw-driven tensile machine,,1,
,,,,,,,,,,,,,,,,0.013514005,2.503314701,,cylinder,screw-driven tensile machine,,1,
,,,,,,,,,,,,,,,,9.570383929,2.628882333,,cylinder,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,15.15506839,2.537217073,,cylinder,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,28.97438565,2.566453981,,cylinder,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,31.40064485,2.679958055,,cylinder,in-house hydraulic rig,,1,
,,,,,,,,,,,,,,,,1599.429862,5.059855682,,cylinder,SHPB,,1,
,,,,,,,,,,,,,,,,2150.925497,5.218459242,,cylinder,SHPB,,1,
,,,,,,,,,,,,,,,,2318.196879,6.354699677,,cylinder,SHPB,,1,
,,,,,,,,,,,,,,,,3661.201227,6.755463036,,cylinder,SHPB,,1,
Gurusideswar (2017),Gurusideswar,2017,Tensile Response of Epoxy and Glass/Epoxy Composites at Low and Medium Strain Rate Regimes,E_t,,DGEBA+TETA,,M,,,1/s,GPa,https://doi.org/10.1016/j.proeng.2016.12.148,table,,0.0001,2.57,0.13,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.001,2.76,0.17,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.01,2.82,0.13,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.1,2.96,0.08,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,315,5.18,0.15,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,385,5.64,0.33,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,445,6.25,0.35,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
Naik (2011),Naik,2011,High strain rate mechanical behavior of epoxy under compressive loading: Experimental and modeling studies,E_c,,LY556,,M,,,1/s,GPa,https://doi.org/10.1016/j.msea.2010.10.099,table,,QS,3.5,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,1001,5.43,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,1275,5.6,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,1957,6.13,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,2048,7.51,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,2250,8.13,,"8mm dia, 6mm length cylinder",,,1,
Wang (1995),Wang,1995,Experimental Evaluation of the Strength Distribution of E-Glass Fibres at High Strain Rates,X_t,E-glass bundles,,,GF,,,1/s,GPa,https://doi.org/10.1007/BF00567196,table,3,300,2.421,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,3,800,2.641,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,3,1100,2.689,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,3,1300,2.767,,glued Endcaps,SHTB,,1,
Quino (2018a),Quino,2018,Effects of water absorption on the strain rate sensitive properties of glass fibre reinforced polymers,X_t,E-glass bundles,,,GF,,,1/s,GPa,https://ora.ox.ac.uk/objects/uuid:05f63161-c434-49c6-87b2-3d27d6d4e009,plot,4,0.001,1.24,0.088767289,glued Endcaps,UTM,,1,
,,,,,,,,,,,,,,,1,275,2.03,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,1,365,2.28,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,1,396,2.34,,glued Endcaps,SHTB,,1,
,,,,,,,,,,,,,,,1,600,2.72,,glued Endcaps,SHTB,,1,
Zhou (2010),Zhou,2010,Tensile behavior of carbon fiber bundles at different strain rates,X_t,E-glass bundles,,,CF,,,1/s,GPa,https://doi.org/10.1016/j.matlet.2009.10.045,table,,0.001,3.37,0.09,glued lining block,MTS-810,,1,
,,,,,,,,,,,,,,,,100,3.42,0.11,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,300,3.29,0.14,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,1000,3.4,0.11,glued lining block,SHTB,,1,
Zhou (2001),Zhou,2001,Tensile mechanical behavior of T300 and M40J fiber bundles at different strain rate,X_t,M40J bundles,,,CF,,,1/s,GPa,https://doi.org/10.1023/A:1004803202658,table,,0.001,3.339,0.106848,glued lining block,Shimadzu-5000,,1,
,,,,,,,,,,,,,,,,100,3.336,0.086736,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,500,3.354,0.040248,glued lining block,SHTB,,1,
,,,,,,,,,,,,,,,,1300,3.347,0.087022,glued lining block,SHTB,,1,
Zhou (2001),Zhou,2002,Tensile mechanical behavior of T300 and M40J fiber bundles at different strain rate,X_t,T300 bundles,,,CF,,,1/s,GPa,https://doi.org/10.1023/A:1004803202658,table,,0.001,2.387,0.085932,glued lining block,,,1,
,,,,,,,,,,,,,,,,100,2.415,0.07728,glued lining block,,,1,
,,,,,,,,,,,,,,,,500,2.404,0.067312,glued lining block,,,1,
,,,,,,,,,,,,,,,,1300,2.418,0.082212,glued lining block,,,1,
Naito (2014),Naito,2014,Effect of Strain Rate on Tensile Properties of Carbon Fiber Epoxy-Impregnated Bundle Composite,X_t,T1000GB impregnated bundles,,,CF,,,1/s,GPa,https://doi.org/10.1007/s11665-013-0823-5,table,20,0.000000833,5.11,0.25,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,0.00000833,5.25,0.28,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,0.0000833,5.29,0.3,glued lining block,UTM,,1,
,,,,,,,,,,,,,,,20,0.000833,5.45,0.34,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,0.00833,5.5,0.38,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,0.0833,5.75,0.48,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,0.833,5.81,0.53,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,8.33,5.91,0.64,glued lining block,Hydraulic,,1,
,,,,,,,,,,,,,,,20,1.5,6.13,0.71,glued lining block,Hydraulic,,1,
Wang (2016),Wang,2016,Strengthening and failure mechanisms of individual carbon nanotube fibers under dynamic tensile loading,X_t,HexTow IM2C PAN based single fibre,,,CF,,,1/s,GPa ,http://dx.doi.org/10.1016/j.carbon.2016.02.009,,,9.78E-05,4.849693429,1.284466605,single fibre,miniaturised Hopkinson bar,,1,
,,,,,,,,,,,,,,,,0.000963029,4.670762181,0.913152521,single fibre,miniaturised Hopkinson bar,,1,
,,,,,,,,,,,,,,,,0.004710578,4.759387004,0.518365003,single fibre,miniaturised Hopkinson bar,,1,
,,,,,,,,,,,,,,,,424.7352369,4.540909611,0.990771587,single fibre,miniaturised Hopkinson bar,,1,
,,,,,,,,,,,,,,,,1212.04893,5.228382435,0.963700075,single fibre,miniaturised Hopkinson bar,,1,
Younes (2012),Younes,2012,Stress-strain behavior of carbon filament yarns under high strain rates,X_t,CF tex800,,,CF,,,1/s,Gpa,https://doi.org/10.1177/0040517511433151,,,9,2.64,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,17,2.66,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,30,2.75,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,38,2.95,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,47,3.13,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,52,3.29,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,61,3.49,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,,70,3.76,,,drop tower,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
Armenakas (1973),Armenakas,1973,Response of glass-fiber-reinforced epoxy specimens to high rates of tensile loading,X_t,S-glass,,,GF,,,1/s,MPa,https://doi.org/10.1007/BF02324887,plot,,0.00140084,1417.098262,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.003438593,1414.71072,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.013067835,1359.736025,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.031331064,1288.84438,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.127527546,1173.691372,,,,,1,
Armenakas (1973),Armenakas,1973,Response of glass-fiber-reinforced epoxy specimens to high rates of tensile loading,X_t,S-glass,,,GF,,,1/s,MPa,https://doi.org/10.1007/BF02324887,plot,,0.000361435,1926.379428,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.010914422,1917.319011,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,0.641126541,1589.368631,,,impact loading machine,,1,
,,,,,,,,,,,,,,,,422.6995415,1306.414244,,,impact loading machine,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,E_t,HTS40 E13 - 3K,,,CF,,,1/s,GPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,220.4,10.6,3K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,225.3,19.3,3K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,246,25.8,3K impregnated CF tow,SHTB,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,E_t,HTS40 E13 - 6K,,,CF,,,1/s,GPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,224.9,13.7,6K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,214.3,31,6K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,239.7,24.7,6K impregnated CF tow,SHTB,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,E_t,HTS40 E13 - 12K,,,CF,,,1/s,GPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,221.1,12.8,12K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,244.1,15.1,12K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,230.9,15.7,12K impregnated CF tow,SHTB,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,X_t,HTS40 E13 - 3K,,,CF,,,1/s,MPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,4202,249,3K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,4306,262,3K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,4438,316,3K impregnated CF tow,SHTB,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,X_t,HTS40 E13 - 6K,,,CF,,,1/s,MPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,4125,222,6K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,4272,388,6K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,4450,345,6K impregnated CF tow,SHTB,,1,
Gu (2023),Gu,2023,Rate-dependent tensile behavior and statistic strength model for fiber tow composites,X_t,HTS40 E13 - 12K,,,CF,,,1/s,MPa,https://doi.org/10.1016/j.polymertesting.2023.108021,table,10,0.001,4549,147,12K impregnated CF tow,CSS-10010 universal testing machine,,1,
,,,,,,,,,,,,,,,10,240,4648,259,12K impregnated CF tow,SHTB,,1,
,,,,,,,,,,,,,,,10,480,4713,200,12K impregnated CF tow,SHTB,,1,
Adams (1990),Adams,1990,Tensile Impact Tests of AS4/3501-6 and S2/3501-6 Unidirectional Composites and the 3501-6 Epoxy Matrix,X_t,,Hercules 3501-6,,M,,,1/s,MPa,https://doi.org/10.1177/002199839002400302,table,6,0.003,41,3,56 x 7.6 mm dogbone,Instron Model 1125,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,4,38,44,1,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,5,55.1,47,6,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
,,,,,,,,,,,,,,,6,87.3,51,6,56 x 7.6 mm dogbone,Pendulum,,0,"pendulum impact test for high rate loading, decreasing modulus at higher loading rates and low reported strength increase for epoxy resin "
Quino (2018b),Quino,2018,Measurements of the effects of pure and salt water absorption on the rate-dependent response of an epoxy matrix,X_c,,ULV Prime 20,,M,,,1/s,MPa,https://doi.org/10.1016/j.compositesb.2018.03.044,plot,3,0.001,99.23,2.12,"cylinder D3, h1.7",Screw driven ,,1,
,,,,,,,,,,,,,,,3,0.03,114.8,2.93,"cylinder D3, h1.7",Screw driven ,,1,
,,,,,,,,,,,,,,,3,0.1,112.812,0.25,"cylinder D3, h1.7",Screw driven ,,1,
,,,,,,,,,,,,,,,3,0.3,122.01,4.17,"cylinder D3, h1.7",Screw driven ,,1,
,,,,,,,,,,,,,,,3,1,127.64,0.74,"cylinder D3, h1.7",Screw driven ,,1,
,,,,,,,,,,,,,,,1,730,203.2,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,863,196.9,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,642,199.9,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,782,200,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,679,201.8,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,1066,216,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,1040,202,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,1010,204,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,1850,224,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,2407,225,,"cylinder D3, h1.7",SHCB,,1,
,,,,,,,,,,,,,,,1,3162,237,,"cylinder D3, h1.7",SHCB,,1,
Quino (2018b),Quino,2018,Measurements of the effects of pure and salt water absorption on the rate-dependent response of an epoxy matrix,X_t,,ULV Prime 20,,M,,,1/s,MPa,https://doi.org/10.1016/j.compositesb.2018.03.044,plot,3,0.001,70.2,3.8,dogbone,Screw driven ,,1,
,,,,,,,,,,,,,,,3,0.1,89.96,5.36,,Screw driven ,,1,
,,,,,,,,,,,,,,,1,883,141.9,,,SHCB,,1,
,,,,,,,,,,,,,,,1,480,133,,,SHCB,,1,
,,,,,,,,,,,,,,,1,199,132,,,SHCB,,1,
Rueda-Ruiz (2020),Rueda-Ruiz,2020,High strain rate compression of epoxy micropillars,X_c,,Hexcel 8552,,M,,,1/s,MPa,https://doi.org/10.1016/j.eml.2020.100905,plot,3,0.00057827,150.7884739,15.41395502,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,0.005717345,171.1354323,17.66908495,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,13.58926378,207.0078822,5.263131688,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,3,47.33566429,231.8451833,10.90220135,Micropillar 7 um diameter,Pendulum base nanoindenter,,1,
,,,,,,,,,,,,,,,5,0.007,164.3720342,1.127813933,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,0.07,174.945601,1.879191957,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,0.7,189.6544856,2.631067913,5x5x10mm,UTM,,1,
,,,,,,,,,,,,,,,5,10,221.2870523,4.134819824,5x5x10mm,Hydraulic,,1,
,,,,,,,,,,,,,,,5,25,232.5836151,4.134819824,5x5x10mm,Hydraulic,,1,
,,,,,,,,,,,,,,,5,90,241.2565789,3.759379777,5x5x10mm,Hydraulic,,1,
,,,,,,,,,,,,,,,5,1400,278.5292111,10.90220135,5x5x10mm,Hopkinson bar,,1,
